Parm;PM10;NO2;NO;NOX;IQA
15/12/21 0.00;9.28;10.56;3.05;16.41;19
15/12/21 2.00;12.45;9.70;2.95;15.39;25
15/12/21 4.00;8.06;2.61;2.10;6.91;16
15/12/21 6.00;7.33;7.23;1.91;11.28;15
15/12/21 8.00;6.11;42.83;13.37;64.85;32
15/12/21 10.00;17.58;30.73;12.37;51.08;35
15/12/21 12.00;17.58;16.21;6.28;27.07;35
15/12/21 14.00;13.43;18.11;9.41;33.79;27
15/12/21 16.00;11.23;16.46;5.51;26.14;22
15/12/21 18.00;14.65;27.59;9.28;43.17;29
15/12/21 20.00;9.28;30.91;10.00;47.63;24
15/12/21 22.00;13.43;25.06;3.93;32.41;27
16/12/21 0.00;14.41;18.75;2.91;24.47;29
16/12/21 2.00;15.63;7.30;2.64;12.48;31
16/12/21 4.00;13.19;5.04;2.74;10.75;26
16/12/21 6.00;8.79;15.42;3.40;22.27;18
16/12/21 8.00;9.04;45.51;33.66;99.14;50
16/12/21 10.00;23.44;30.26;19.87;62.55;47
16/12/21 12.00;21.49;20.31;10.03;37.38;43
16/12/21 14.00;17.58;24.72;11.90;44.73;35
16/12/21 16.00;14.16;24.27;10.58;42.24;28
16/12/21 18.00;11.48;58.17;33.42;111.59;56
16/12/21 20.00;21.25;35.53;9.99;52.75;42
16/12/21 22.00;29.55;18.82;3.30;25.56;59
17/12/21 0.00;18.56;10.69;2.14;15.55;37
17/12/21 2.00;17.83;5.23;2.97;11.29;36
17/12/21 4.00;13.43;1.49;2.17;6.27;27
17/12/21 6.00;44.69;7.42;2.26;12.43;89
17/12/21 8.00;22.22;19.07;4.30;27.35;44
17/12/21 10.00;10.99;20.03;5.18;29.67;22
17/12/21 12.00;5.37;15.34;5.81;25.89;13
17/12/21 14.00;2.69;14.79;8.70;29.76;15
17/12/21 16.00;7.81;16.78;7.28;29.60;16
17/12/21 18.00;6.35;25.02;3.77;32.55;16
17/12/21 20.00;14.41;25.34;3.75;32.85;29
17/12/21 22.00;17.34;7.42;4.81;16.33;35
18/12/21 0.00;22.95;0.97;2.54;6.12;46
18/12/21 2.00;15.14;0.10;1.94;3.70;30
18/12/21 4.00;13.68;0.64;1.82;3.73;27
18/12/21 6.00;14.16;2.42;2.35;6.52;28
18/12/21 8.00;9.04;5.71;2.98;10.83;18
18/12/21 10.00;9.04;10.49;8.83;24.66;18
18/12/21 12.00;12.94;9.46;6.13;19.48;26
18/12/21 14.00;6.84;10.08;6.24;20.27;14
18/12/21 16.00;8.79;7.50;3.72;13.78;18
18/12/21 18.00;9.77;12.66;5.89;22.37;20
18/12/21 20.00;6.84;13.18;4.98;21.51;14
18/12/21 22.00;12.45;10.76;4.55;18.39;25
19/12/21 0.00;13.68;8.78;3.12;14.17;27
19/12/21 2.00;43.47;5.43;2.51;9.82;87
19/12/21 4.00;21.73;1.78;2.12;5.50;43
19/12/21 6.00;20.02;6.49;1.96;10.07;40
19/12/21 8.00;10.01;8.52;1.82;11.91;20
19/12/21 10.00;4.88;10.15;3.57;16.27;10
19/12/21 12.00;2.44;6.94;3.19;12.40;6
19/12/21 14.00;1.22;14.26;2.93;19.48;10
19/12/21 16.00;13.43;10.25;1.94;13.86;27
19/12/21 18.00;9.04;19.68;3.13;25.31;18
19/12/21 20.00;17.58;19.88;4.10;27.00;35
19/12/21 22.00;13.92;33.17;5.84;43.21;28
20/12/21 0.00;14.65;17.58;3.63;23.93;29
20/12/21 2.00;12.21;8.52;2.16;12.44;24
20/12/21 4.00;16.36;6.99;3.41;13.73;33
20/12/21 6.00;16.85;18.61;10.93;37.35;34
20/12/21 8.00;10.50;43.34;59.90;138.16;69
20/12/21 10.00;25.15;42.93;114.57;221.56;111
20/12/21 12.00;24.91;21.43;6.94;34.17;50
20/12/21 14.00;34.19;21.10;9.08;37.10;68
20/12/21 16.00;21.49;26.47;7.16;39.74;43
20/12/21 18.00;27.84;33.82;13.22;56.68;56
20/12/21 20.00;21.49;45.75;27.89;91.59;46
20/12/21 22.00;22.95;54.14;41.27;120.82;60
21/12/21 0.00;29.55;30.56;6.49;42.96;59
21/12/21 2.00;41.76;14.76;2.96;21.13;84
21/12/21 4.00;38.83;5.84;1.97;10.33;78
21/12/21 6.00;41.03;12.26;3.51;19.37;82
21/12/21 8.00;31.26;34.31;45.94;107.35;63
21/12/21 10.00;23.93;40.99;68.03;148.18;74
21/12/21 12.00;40.54;10.55;8.92;25.88;81
21/12/21 14.00;25.40;20.66;17.48;49.53;51
21/12/21 16.00;15.14;20.32;11.70;40.30;30
21/12/21 18.00;16.61;59.94;43.57;130.38;65
21/12/21 20.00;22.71;44.71;30.10;93.89;47
21/12/21 22.00;29.06;34.31;11.49;54.53;58
22/12/21 0.00;36.63;25.75;5.01;35.70;73
22/12/21 2.00;35.16;8.77;2.58;14.31;70
22/12/21 4.00;27.11;5.62;1.61;8.93;54
22/12/21 6.00;15.14;11.10;4.72;19.34;30
22/12/21 8.00;13.68;40.24;22.01;75.91;38
22/12/21 10.00;15.63;29.59;15.99;55.69;31
22/12/21 12.00;16.61;23.42;13.13;44.94;33
22/12/21 14.00;17.34;30.67;19.26;61.83;35
22/12/21 16.00;16.12;27.00;11.17;45.64;32
22/12/21 18.00;47.37;45.24;15.29;70.75;95
22/12/21 20.00;23.69;39.48;9.15;55.40;47
22/12/21 22.00;11.72;34.06;7.05;46.58;23
23/12/21 0.00;8.30;24.76;3.66;31.81;17
23/12/21 2.00;27.35;23.39;6.60;34.90;55
23/12/21 4.00;21.73;13.51;2.58;18.56;43
23/12/21 6.00;22.22;16.44;4.20;24.05;44
23/12/21 8.00;20.27;31.69;14.62;55.76;41
23/12/21 10.00;26.37;33.91;16.42;60.81;53
23/12/21 12.00;17.09;15.48;6.77;27.01;34
23/12/21 14.00;14.16;10.28;4.01;17.43;28
23/12/21 16.00;11.97;36.34;27.06;79.61;40
23/12/21 18.00;14.41;27.96;5.69;38.22;29
23/12/21 20.00;16.12;27.56;5.95;38.22;32
23/12/21 22.00;20.27;23.50;4.30;31.50;41
24/12/21 0.00;23.69;11.81;2.50;16.68;47
24/12/21 2.00;19.29;7.22;2.14;11.40;39
24/12/21 4.00;17.09;8.23;4.97;16.86;34
24/12/21 6.00;9.04;5.32;1.94;9.23;18
24/12/21 8.00;45.91;11.83;2.79;17.23;92
24/12/21 10.00;22.95;14.50;5.22;23.72;46
24/12/21 12.00;11.48;4.58;2.94;10.01;23
24/12/21 14.00;5.62;6.65;3.16;12.48;11
24/12/21 16.00;6.11;9.27;2.73;14.51;12
24/12/21 18.00;6.11;24.71;3.76;31.98;16
24/12/21 20.00;5.37;17.33;3.32;23.72;12
24/12/21 22.00;15.14;7.83;2.52;12.70;30
25/12/21 0.00;18.32;7.95;1.72;11.60;37
25/12/21 2.00;15.63;12.51;3.48;18.99;31
25/12/21 4.00;39.07;2.05;1.47;5.15;78
25/12/21 6.00;21.25;0.24;1.52;3.07;42
25/12/21 8.00;16.85;1.25;1.64;4.56;34
25/12/21 10.00;11.72;2.81;2.26;7.13;23
25/12/21 12.00;6.35;4.49;2.66;9.47;13
25/12/21 14.00;9.77;8.96;3.81;15.84;20
25/12/21 16.00;9.28;3.45;2.11;7.57;19
25/12/21 18.00;13.43;5.67;2.27;10.10;27
25/12/21 20.00;13.92;13.39;2.76;18.80;28
25/12/21 22.00;21.25;16.86;3.62;23.68;42
26/12/21 0.00;13.68;9.07;4.13;16.45;27
26/12/21 2.00;17.09;18.13;9.16;33.49;34
26/12/21 4.00;19.29;1.22;2.29;6.71;39
26/12/21 6.00;19.29;1.46;2.10;6.59;39
26/12/21 8.00;18.32;5.52;1.85;10.52;37
26/12/21 10.00;15.38;7.92;3.41;15.40;31
26/12/21 12.00;21.49;2.51;2.51;8.40;43
26/12/21 14.00;14.41;11.26;3.54;19.05;29
26/12/21 16.00;19.78;7.43;2.13;12.93;40
26/12/21 18.00;23.44;7.09;2.35;12.91;47
26/12/21 20.00;19.05;14.15;3.10;21.37;38
26/12/21 22.00;19.05;11.71;2.84;18.45;38
27/12/21 0.00;19.78;4.30;2.07;9.59;40
27/12/21 2.00;18.32;4.78;2.96;11.45;37
27/12/21 6.00;14.16;0.87;2.50;6.42;28
27/12/21 8.00;8.55;18.90;6.54;31.56;17
27/12/21 10.00;44.69;24.33;15.99;51.69;89
27/12/21 12.00;22.22;17.35;12.69;39.39;44
27/12/21 14.00;10.99;12.67;9.07;29.00;22
27/12/21 16.00;11.48;17.64;10.23;35.92;23
27/12/21 18.00;15.87;38.24;33.28;92.60;46
27/12/21 20.00;19.05;31.91;22.42;69.39;38
27/12/21 22.00;26.13;30.46;40.56;95.70;52
28/12/21 0.00;24.91;19.29;10.21;37.60;50
28/12/21 2.00;23.93;10.20;4.24;19.03;48
28/12/21 4.00;19.78;2.99;2.15;6.85;40
28/12/21 6.00;49.57;10.79;6.14;20.97;99
28/12/21 8.00;24.66;19.39;22.63;55.07;49
28/12/21 10.00;12.21;29.49;38.89;90.34;45
28/12/21 12.00;6.11;26.92;23.38;63.92;32
28/12/21 14.00;2.93;17.85;9.63;33.55;17
28/12/21 16.00;15.87;18.05;5.10;26.81;32
28/12/21 18.00;18.80;31.31;5.37;40.81;38
28/12/21 20.00;17.83;37.30;10.55;54.89;36
28/12/21 22.00;29.30;33.70;8.39;47.89;59
29/12/21 0.00;37.85;17.36;4.53;25.23;76
29/12/21 2.00;36.87;8.31;2.68;13.12;74
29/12/21 4.00;25.40;3.43;2.24;7.44;51
29/12/21 6.00;28.57;12.70;8.66;26.79;57
29/12/21 8.00;17.09;27.84;10.98;45.86;34
29/12/21 10.00;10.99;26.79;25.50;67.05;34
29/12/21 12.00;20.51;13.61;7.58;26.06;41
29/12/21 14.00;14.41;9.95;4.34;17.35;29
29/12/21 16.00;10.74;11.72;4.56;19.49;21
29/12/21 18.00;12.94;26.32;3.82;33.32;26
29/12/21 20.00;20.02;26.15;4.54;34.26;40
29/12/21 22.00;19.29;21.14;2.85;26.53;39
30/12/21 0.00;19.29;11.38;2.29;15.67;39
30/12/21 2.00;22.47;5.68;2.44;10.06;45
30/12/21 4.00;17.83;4.46;2.22;8.54;36
30/12/21 6.00;21.25;5.54;2.08;9.43;42
30/12/21 8.00;24.42;24.20;7.51;36.66;49
30/12/21 10.00;22.95;17.74;7.72;30.44;46
30/12/21 12.00;22.47;10.01;6.13;20.16;45
30/12/21 14.00;18.56;9.80;5.92;19.62;37
30/12/21 16.00;12.94;9.84;3.31;15.67;26
30/12/21 18.00;20.51;13.65;3.70;20.13;41
30/12/21 20.00;17.34;14.09;2.88;19.30;35
30/12/21 22.00;18.07;11.90;2.66;16.76;36
31/12/21 0.00;24.18;8.96;2.52;13.57;48
31/12/21 2.00;16.36;4.40;2.21;8.47;33
31/12/21 4.00;21.49;0.94;1.78;4.26;43
31/12/21 6.00;98.00;30.80;2.35;18.25;196
31/12/21 8.00;111.25;24.20;2.70;15.07;223
31/12/21 10.00;132.00;25.18;2.10;15.15;264
31/12/21 12.00;133.25;16.25;1.95;10.23;267
31/12/21 14.00;116.00;17.48;1.43;10.43;232
31/12/21 16.00;108.25;18.47;0.70;10.38;217
31/12/21 18.00;111.50;12.15;1.05;7.30;223
31/12/21 20.00;111.00;14.12;1.25;8.50;222
31/12/21 22.00;102.00;14.30;0.30;7.90;204
1/1/22 0.00;123.00;24.85;0.80;13.88;246
1/1/22 2.00;122.75;21.82;1.25;12.65;246
1/1/22 4.00;112.50;23.50;0.50;12.90;225
1/1/22 6.00;112.50;23.58;1.30;13.60;225
1/1/22 8.00;122.00;19.20;1.08;11.08;244
1/1/22 10.00;137.00;26.03;2.12;15.62;274
1/1/22 12.00;148.50;23.00;1.93;13.75;297
1/1/22 14.00;142.00;16.25;1.33;9.75;284
1/1/22 16.00;126.50;14.83;1.47;9.07;253
1/1/22 18.00;124.00;21.15;5.30;15.53;248
1/1/22 20.00;117.00;13.60;1.35;8.35;234
1/1/22 22.00;112.25;11.80;1.52;7.55;225
2/1/22 0.00;107.00;30.33;2.80;18.40;214
2/1/22 2.00;120.25;26.72;1.50;15.45;241
2/1/22 4.00;134.75;18.78;1.10;10.88;270
2/1/22 6.00;142.50;26.20;1.62;15.27;285
2/1/22 8.00;145.75;18.88;0.98;10.83;292
2/1/22 10.00;131.25;21.35;0.55;11.80;263
2/1/22 12.00;123.50;11.55;0.65;6.68;247
2/1/22 14.00;121.00;29.10;0.90;16.25;242
2/1/22 16.00;135.75;19.80;1.13;11.45;272
2/1/22 18.00;131.75;18.07;0.40;9.90;264
2/1/22 20.00;125.25;17.85;0.55;9.95;251
2/1/22 22.00;131.25;17.80;0.18;9.55;263
3/1/22 0.00;122.25;15.13;0.25;8.23;245
3/1/22 2.00;129.00;16.58;0.13;8.90;258
3/1/22 4.00;137.75;31.75;0.38;17.18;276
3/1/22 6.00;144.75;40.50;1.37;22.70;290
3/1/22 8.00;143.00;38.48;2.00;22.12;286
3/1/22 10.00;143.25;19.15;1.40;11.33;287
3/1/22 12.00;126.00;20.28;1.22;11.80;252
3/1/22 14.00;122.50;14.78;1.35;8.93;245
3/1/22 16.00;110.25;28.10;1.57;16.22;221
3/1/22 18.00;105.00;20.38;1.50;12.05;210
3/1/22 20.00;103.75;23.83;1.75;14.15;208
3/1/22 22.00;96.50;17.02;1.35;10.15;193
4/1/22 0.00;87.25;13.93;1.40;8.53;175
4/1/22 2.00;92.50;16.10;1.32;9.65;185
4/1/22 4.00;104.25;25.38;1.15;14.45;209
4/1/22 6.00;134.75;31.43;0.75;17.30;270
4/1/22 8.00;159.50;41.65;3.97;25.40;319
4/1/22 10.00;160.00;48.07;0.73;26.20;320
4/1/22 12.00;172.75;34.12;1.35;19.25;346
4/1/22 14.00;178.50;53.72;2.93;30.97;357
4/1/22 16.00;207.00;51.25;1.78;28.70;414
4/1/22 18.00;169.50;26.75;1.05;15.08;339
4/1/22 20.00;136.00;22.75;0.58;12.58;272
4/1/22 22.00;132.00;18.08;0.65;10.10;264
5/1/22 0.00;136.75;21.37;0.33;11.62;274
5/1/22 2.00;133.75;21.68;0.35;11.80;268
5/1/22 4.00;136.00;19.90;0.77;11.23;272
5/1/22 6.00;136.00;34.68;2.05;20.12;272
5/1/22 8.00;142.00;35.60;7.05;24.67;284
5/1/22 10.00;150.50;26.23;2.93;16.32;301
5/1/22 12.00;136.25;18.37;1.70;11.17;273
5/1/22 14.00;120.25;18.40;1.45;10.98;241
5/1/22 16.00;115.00;35.10;3.70;21.70;230
5/1/22 18.00;109.00;76.30;79.87;105.52;218
5/1/22 20.00;118.50;26.05;1.40;15.00;237
5/1/22 22.00;111.00;32.22;2.07;18.82;222
6/1/22 0.00;111.00;39.70;4.40;24.70;222
6/1/22 2.00;97.50;21.20;1.80;12.75;195
6/1/22 4.00;97.50;20.33;2.20;12.58;195
6/1/22 6.00;94.25;20.20;1.80;12.20;189
6/1/22 8.00;91.00;23.45;2.43;14.45;182
6/1/22 10.00;97.00;24.10;2.22;14.65;194
6/1/22 12.00;102.00;35.40;1.80;20.30;204
6/1/22 14.00;117.00;29.37;2.20;17.38;234
6/1/22 16.00;115.00;63.95;9.50;41.75;230
6/1/22 18.00;124.25;19.70;1.37;11.60;249
6/1/22 20.00;105.50;22.45;1.25;12.92;211
6/1/22 22.00;104.00;28.57;1.55;16.48;208
7/1/22 0.00;113.50;19.43;0.98;11.12;227
7/1/22 2.00;115.00;18.18;1.15;10.62;230
7/1/22 4.00;124.00;20.53;0.68;11.48;248
7/1/22 6.00;151.75;17.85;0.75;10.13;304
7/1/22 8.00;150.25;14.75;0.25;8.02;301
7/1/22 10.00;140.50;14.47;0.48;8.10;281
7/1/22 12.00;140.50;15.37;0.35;8.25;281
7/1/22 14.00;137.00;35.10;2.37;20.60;274
7/1/22 16.00;142.75;33.67;3.40;20.68;286
7/1/22 18.00;144.75;28.15;3.47;17.83;290
7/1/22 20.00;122.00;22.62;3.25;14.70;244
7/1/22 22.00;101.25;13.97;1.97;9.08;203
8/1/22 0.00;75.00;10.08;2.20;7.15;150
8/1/22 2.00;63.25;12.70;2.15;8.50;127
8/1/22 4.00;67.25;14.35;1.57;8.87;135
8/1/22 6.00;81.50;20.15;2.65;12.88;163
8/1/22 8.00;100.50;26.20;1.35;15.02;201
8/1/22 9.59;125.50;36.67;3.08;22.02;251
8/1/22 11.59;146.25;31.68;1.42;17.97;293
8/1/22 13.59;120.25;19.97;2.02;12.25;241
8/1/22 15.59;83.25;11.48;1.45;7.28;167
8/1/22 17.59;84.00;14.05;1.15;8.40;168
8/1/22 19.59;111.25;45.30;4.55;27.78;223
8/1/22 21.59;132.75;22.40;0.38;12.20;266
8/1/22 23.59;118.50;21.55;1.47;12.65;237
9/1/22 1.59;139.50;19.85;0.85;11.25;279
9/1/22 3.59;141.50;19.30;0.45;10.65;283
9/1/22 5.59;122.25;17.50;0.78;9.98;245
9/1/22 7.59;111.25;14.98;0.10;8.00;223
9/1/22 9.59;103.50;18.03;1.43;10.77;207
9/1/22 11.59;110.25;36.93;2.98;22.10;221
9/1/22 13.59;124.00;26.42;2.22;15.87;248
9/1/22 15.59;115.75;20.97;1.88;12.67;232
9/1/22 17.59;107.50;14.03;1.90;9.00;215
9/1/22 19.59;102.50;17.07;1.65;10.40;205
9/1/22 21.59;102.50;16.25;2.53;10.68;205
9/1/22 23.59;104.25;60.75;81.25;98.40;209
10/1/22 1.59;97.75;14.55;1.12;8.65;196
10/1/22 3.59;101.00;13.53;1.27;8.23;202
10/1/22 5.59;95.75;14.28;1.12;8.50;192
10/1/22 7.59;106.00;16.72;1.03;9.72;212
10/1/22 9.59;136.50;26.88;2.07;15.93;273
10/1/22 11.59;152.00;16.25;1.52;9.88;304
10/1/22 13.59;129.75;16.70;1.37;9.98;260
10/1/22 15.59;99.00;10.80;1.37;6.87;198
10/1/22 17.59;98.75;10.35;1.27;6.55;198
10/1/22 19.59;104.25;17.88;0.50;9.98;209
10/1/22 21.59;114.00;21.40;1.22;12.35;228
10/1/22 23.59;122.50;13.93;0.72;8.00;245
11/1/22 1.59;110.25;10.77;0.20;5.90;221
11/1/22 3.59;116.00;13.70;0.62;7.72;232
11/1/22 5.59;121.00;14.12;0.03;7.45;242
11/1/22 7.59;113.50;12.20;0.25;6.70;227
11/1/22 9.59;101.00;17.90;0.83;10.17;202
11/1/22 11.59;108.75;28.70;3.12;17.78;218
11/1/22 13.59;122.75;28.52;2.83;17.50;246
11/1/22 15.59;119.00;19.12;2.40;12.12;238
11/1/22 17.59;108.00;13.52;1.62;8.53;216
11/1/22 19.59;103.75;13.87;0.83;8.05;208
11/1/22 21.59;106.75;12.15;2.05;8.10;214
11/1/22 23.59;98.25;63.35;79.98;98.67;197
12/1/22 1.59;92.75;12.70;1.20;7.77;186
12/1/22 3.59;96.50;16.25;1.08;9.50;193
12/1/22 5.59;115.50;17.60;1.40;10.48;231
12/1/22 7.59;134.75;19.52;0.97;11.15;270
12/1/22 9.59;149.75;29.95;1.87;17.45;300
12/1/22 11.59;152.50;13.73;1.38;8.38;305
12/1/22 13.59;95.50;9.85;0.88;5.97;191
12/1/22 15.59;84.50;12.10;1.20;7.40;169
12/1/22 17.59;103.00;18.02;1.45;10.75;206
12/1/22 19.59;135.25;30.03;1.75;17.40;271
12/1/22 21.59;135.50;19.83;0.50;10.92;271
12/1/22 23.59;136.25;17.15;0.50;9.53;273
13/1/22 1.59;133.25;18.75;0.10;10.00;267
13/1/22 3.59;139.25;14.10;0.10;7.55;279
13/1/22 5.59;121.25;13.62;0.20;7.40;243
13/1/22 7.59;114.00;14.27;0.97;8.35;228
13/1/22 9.59;121.75;35.22;2.97;21.18;244
13/1/22 11.59;133.50;24.32;2.50;14.95;267
13/1/22 13.59;129.50;14.97;1.45;9.18;259
13/1/22 15.59;115.00;15.92;1.70;9.88;230
13/1/22 17.59;121.00;18.10;1.70;11.05;242
13/1/22 19.59;118.50;17.78;2.27;11.28;237
13/1/22 21.59;104.25;117.72;149.20;182.55;209
13/1/22 23.59;91.50;15.48;1.53;9.48;183
14/1/22 1.59;90.75;15.65;1.60;9.65;182
14/1/22 3.59;102.75;14.70;1.23;8.80;206
14/1/22 5.59;115.50;16.50;0.77;9.38;231
14/1/22 7.59;170.50;30.95;1.85;17.95;341
14/1/22 9.59;202.50;44.75;1.67;25.18;405
14/1/22 11.59;230.00;39.77;1.50;22.38;460
14/1/22 13.59;223.25;33.88;0.98;18.80;447
14/1/22 15.59;186.75;34.58;1.00;19.18;374
14/1/22 17.59;186.25;25.50;1.05;14.45;373
14/1/22 19.59;169.00;21.25;1.18;12.22;338
14/1/22 21.59;158.00;17.47;0.25;9.47;316
14/1/22 23.59;152.00;23.78;0.25;12.85;304
15/1/22 1.59;154.50;32.58;0.35;17.62;309
15/1/22 3.59;171.50;35.02;0.28;18.87;343
15/1/22 5.59;162.00;23.65;0.75;13.17;324
15/1/22 7.59;167.25;27.15;1.15;15.35;335
15/1/22 9.59;197.50;42.03;2.47;24.38;395
15/1/22 11.59;182.00;50.30;3.57;29.68;364
15/1/22 13.59;169.50;23.48;0.90;13.23;339
15/1/22 15.59;167.25;19.80;1.10;11.43;335
15/1/22 17.59;130.25;14.35;0.98;8.45;261
15/1/22 19.59;102.00;15.00;1.23;9.00;204
15/1/22 21.59;84.25;10.73;0.65;6.25;169
15/1/22 23.59;74.00;12.45;1.08;7.52;148
16/1/22 1.59;71.50;12.40;0.78;7.25;143
16/1/22 3.59;82.00;12.53;1.10;7.53;164
16/1/22 5.59;83.00;12.38;0.57;7.05;166
16/1/22 7.59;91.50;15.18;1.12;8.95;183
16/1/22 9.59;112.50;20.23;1.50;11.97;225
16/1/22 11.59;125.25;21.15;0.20;11.40;251
16/1/22 13.59;117.50;16.30;0.63;9.17;235
16/1/22 15.59;101.25;12.20;0.75;7.10;203
16/1/22 17.59;107.00;20.12;0.45;11.08;214
16/1/22 19.59;125.50;24.53;0.65;13.58;251
16/1/22 21.59;125.75;22.10;0.53;12.20;252
16/1/22 23.59;113.00;28.65;0.62;15.75;226
17/1/22 1.59;104.50;40.90;0.42;22.07;209
17/1/22 3.59;107.75;43.07;1.68;24.25;216
17/1/22 5.59;119.50;55.02;1.52;30.50;239
17/1/22 7.59;139.75;40.13;0.58;20.93;280
17/1/22 9.59;150.00;23.32;1.15;13.25;300
17/1/22 11.59;173.75;24.48;2.12;14.75;348
17/1/22 13.59;167.50;21.55;1.70;12.85;335
17/1/22 15.59;141.50;16.95;1.60;10.30;283
17/1/22 17.59;113.00;16.80;1.50;10.15;226
17/1/22 19.59;97.50;13.27;1.62;8.40;195
17/1/22 21.59;96.25;83.48;68.57;100.15;193
17/1/22 23.59;84.00;13.40;1.65;8.42;168
18/1/22 1.59;80.75;15.22;1.38;9.23;162
18/1/22 3.59;82.75;14.08;1.28;8.55;166
18/1/22 5.59;88.75;20.02;1.72;12.08;178
18/1/22 7.59;125.00;30.53;1.92;17.80;250
18/1/22 9.59;182.50;37.00;1.27;20.72;365
18/1/22 11.59;201.75;32.88;1.35;18.60;404
18/1/22 13.59;174.00;10.75;1.05;6.55;348
18/1/22 15.59;99.50;10.00;0.38;5.65;199
18/1/22 17.59;105.75;9.40;0.15;5.12;212
18/1/22 19.59;102.00;15.85;0.18;8.55;204
18/1/22 21.59;123.75;21.30;0.40;11.65;248
18/1/22 23.59;138.25;20.57;0.60;11.40;277
19/1/22 1.59;156.00;20.43;0.55;11.27;312
19/1/22 3.59;153.00;25.03;0.55;13.72;306
19/1/22 5.59;151.00;19.95;0.23;10.75;302
19/1/22 7.59;148.75;30.23;0.73;16.65;298
19/1/22 9.59;147.25;16.95;0.88;9.68;295
19/1/22 11.59;135.25;18.95;1.35;11.15;271
19/1/22 13.59;131.50;19.93;1.82;12.10;263
19/1/22 15.59;126.00;18.73;1.32;11.00;252
19/1/22 17.59;120.50;16.25;1.55;9.95;241
19/1/22 19.59;112.25;14.68;1.30;8.85;225
19/1/22 21.59;108.75;85.57;66.63;99.73;218
19/1/22 23.59;108.25;16.65;1.05;9.73;217
20/1/22 1.59;115.75;18.60;1.05;10.75;232
20/1/22 3.59;109.00;16.28;1.13;9.55;218
20/1/22 5.59;106.25;13.50;1.40;8.27;213
20/1/22 7.59;104.00;15.40;1.25;9.25;208
20/1/22 9.59;106.00;11.58;1.32;7.20;212
20/1/22 11.59;94.75;9.12;0.88;5.55;190
20/1/22 13.59;99.75;10.25;0.48;5.85;200
20/1/22 15.59;109.25;12.75;1.25;7.80;219
20/1/22 17.59;115.25;16.88;0.78;9.60;231
20/1/22 19.59;122.00;19.78;0.77;11.18;244
20/1/22 21.59;133.00;27.85;1.15;15.77;266
20/1/22 23.59;142.00;27.02;0.65;14.93;284
21/1/22 1.59;142.75;26.07;0.33;14.12;286
21/1/22 3.59;140.50;20.22;0.70;11.33;281
21/1/22 5.59;125.75;15.28;0.63;8.65;252
21/1/22 7.59;124.50;17.15;0.70;9.67;249
21/1/22 9.59;134.00;17.40;0.85;9.95;268
21/1/22 11.59;148.00;23.38;1.68;13.82;296
21/1/22 13.59;170.00;25.88;1.65;15.12;340
21/1/22 15.59;157.25;19.58;1.10;11.25;315
21/1/22 17.59;132.50;19.08;1.30;11.20;265
21/1/22 19.59;117.75;18.03;1.50;10.77;236
21/1/22 21.59;111.25;28.92;9.38;24.20;223
21/1/22 23.59;101.25;26.48;1.70;15.50;203
22/1/22 1.59;98.25;36.33;1.88;20.85;197
22/1/22 3.59;105.50;26.70;1.38;15.35;211
22/1/22 5.59;114.25;28.48;1.55;16.40;229
22/1/22 7.59;154.25;28.17;1.60;16.30;309
22/1/22 9.59;205.00;38.22;2.23;22.15;410
22/1/22 11.59;185.25;28.40;1.82;16.57;371
22/1/22 13.59;163.75;35.70;1.62;20.28;328
22/1/22 15.59;164.00;35.30;1.58;20.07;328
22/1/22 17.59;152.00;26.15;0.60;14.38;304
22/1/22 19.59;161.00;34.03;0.82;18.75;322
22/1/22 21.59;162.75;30.40;0.40;16.47;326
22/1/22 23.59;162.25;27.60;0.25;14.88;325
23/1/22 1.59;146.75;24.07;0.40;13.12;294
23/1/22 3.59;156.25;47.43;0.43;25.55;313
23/1/22 5.59;168.75;41.18;0.13;22.00;338
23/1/22 7.59;165.50;30.23;0.55;16.55;331
23/1/22 9.59;162.75;39.45;2.25;22.83;326
23/1/22 11.59;175.50;34.95;2.70;20.80;351
23/1/22 13.59;179.75;31.12;2.55;18.65;360
23/1/22 15.59;192.00;21.85;1.45;12.75;384
23/1/22 17.59;150.00;20.90;1.15;12.10;300
23/1/22 19.59;172.00;42.00;2.45;24.30;344
23/1/22 21.59;194.25;111.77;67.25;114.18;389
23/1/22 23.59;177.25;61.93;3.05;35.40;355
24/1/22 1.59;164.00;36.80;1.97;21.18;328
24/1/22 3.59;144.00;23.00;0.83;12.90;288
24/1/22 5.59;134.25;19.08;0.52;10.55;269
24/1/22 7.59;161.25;25.70;1.45;14.88;323
24/1/22 9.59;201.25;37.15;1.35;20.85;403
24/1/22 11.59;224.00;54.62;2.58;31.12;448
24/1/22 13.59;251.75;74.57;2.23;41.47;504
24/1/22 15.59;287.25;61.25;2.85;34.90;575
24/1/22 17.59;264.75;55.27;2.58;31.50;530
24/1/22 19.59;281.25;50.55;1.38;28.02;563
24/1/22 21.59;221.25;56.70;1.88;31.67;443
24/1/22 23.59;244.50;47.78;0.58;25.88;489
25/1/22 1.59;268.25;59.62;0.48;32.15;537
25/1/22 3.59;267.50;66.70;2.18;37.25;535
25/1/22 5.59;240.00;41.83;0.92;23.00;480
25/1/22 7.59;202.75;41.77;1.35;23.30;406
25/1/22 9.59;221.50;51.85;2.55;29.70;443
25/1/22 11.59;243.25;59.18;7.52;37.58;487
25/1/22 13.59;263.25;51.90;6.58;32.98;527
